DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
84,Pour bien aimer,"Belisle, Ernest Joseph, b. 1901?",Canadian French,Sound recording,https://digital.library.wisc.edu/1711.dl/XLFYYHGDPAW5Q8W,84,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
85,Chapeau pointu,"Maes, Desire, b. 1873?",Belgian folk song| About a seamstress who rejects all marriage proposals for she is enjoying her needlework and sings in the cafes.,Sound recording,https://digital.library.wisc.edu/1711.dl/KGYLD2CJ4L7XU8G,85,"Green Bay, WI, USA",44.517447,-87.954553,8/3/1941
87,Charming young widow,"Lobdell, Hamilton, b. 1854?",Ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/X2C5IKZU3B6JI8V,87,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
88,Charming young widow I met on the train,"Moody, Lewis Winfield, b. 1865?",Miscellaneous song,Sound recording,https://digital.library.wisc.edu/1711.dl/C2KLCXFTHLSJC8G,88,"Plainfield, WI, USA",44.213709,-89.494963,7/21/1941
89,Chase the buffalo,"Willis, Preston, b. 1882?","Early American dance-call| The dance starts with the boys and girls forming two lines, facing towards each other. Then the two leaders bow, etc.",Sound recording,https://digital.library.wisc.edu/1711.dl/SSPL7DLAQNH4B8U,89,"Linden, WI, USA",42.918516,-90.274171,8/22/1946
90,Chateau brillant,"Vanasse, Adelord Joseph, b. 1877?",Canadian French,Sound recording,https://digital.library.wisc.edu/1711.dl/TX5Z4KW54XZE48J,90,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
91,Chicago gambler,"Brown, Noble B., b. 1885?",Lumberjack| Mr. Brown learned this song when he was a small boy. He thinks he learned it in the lumber camps.,Sound recording,https://digital.library.wisc.edu/1711.dl/UJZGSEA2SQJXH82,91,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
92,Chippewa Falls stories,"Cardinal, Charles, b. 1889?",Canadian French,Sound recording,https://digital.library.wisc.edu/1711.dl/5D6EE52QOUWQE8O,92,"Chippewa Falls, WI, USA",44.933577,-91.388875,8/13/1946
93,Christiana waltz,"Garfoot, Vaughn, Mrs., b. 1921?",Norwegian (Accordion)| Mrs. Garfoot's father is Norwegian. She learned this melody from hearing her father play it on the mouth organ.,Sound recording,https://digital.library.wisc.edu/1711.dl/G6KWURNAIMZ7M85,93,"Verona, WI, USA",42.988199,-89.536182,8/3/1946
94,Clarinet polka,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion","Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).| This polka is published but the group made their arrangement by ear from hearing Bob McLain, their blind clarinetist, play the melody.",Sound recording,https://digital.library.wisc.edu/1711.dl/QEODE452OFEYX8E,94,"Rhinelander, WI, USA",45.644155,-89.400934,8/14/1941
95,Come and I will sing you,"Persons, John, b. 1859?| Stratman-Thomas, Helene","Cornish| This is an old Cornish song brought to southwest Wisconsin 100 years ago, which has survived in the minds of a few of the old people.| Miss Thomas learned the verses from Mrs. E.J. Vial (87) of Linden, Wisconsin, in the summer of 1945. Since Mrs. Vial is not well enough to sing, Miss Stratman-Thomas sings the part usually sung by the women, and Mr. Persons, the part sung by the men.",Sound recording,https://digital.library.wisc.edu/1711.dl/X5S6CVH47ISXF8I,95,"Madison, WI, USA",43.081309,-89.395609,8/3/1946
96,Contest dance song,"Sheka, Bernard, b. 1934?",Winnebago,Sound recording,https://digital.library.wisc.edu/1711.dl/3EB64JWC66MFT8O,96,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
97,Conversation,"Spencer, Charlie, b. 1873?",Kentucky,Sound recording,https://digital.library.wisc.edu/1711.dl/SUYGJSIJX4W738A,97,"Crandon, WI, USA",45.568712,-88.897293,7/28/1941
98,Conversation (Kentuckian),"Faulkner, Grant, b. 1870?",none,Sound recording,https://digital.library.wisc.edu/1711.dl/XU3G5KA3WPXDJ8L,98,"Crandon, WI, USA",45.568712,-88.897293,7/28/1941
100,Conversation about Mr. Merrick,"Dyer, Harry G., b. 1864?","Mr. Dyer was born at De Soto, Wis. 5/5/1864. Shipped on his first boat, the steamer Ruby, in 1881. Laid up his last boat, the steamer Juanita, 10/15/1902. Was a mate on nine different boats; linesman on 40 different boats.| Mr. Merrick, while he didn't actually work on the river for much more than six years, is quite an Mississippi riverman| authority on river lore.",Sound recording,https://digital.library.wisc.edu/1711.dl/QWJ3MQ4J7RQ6S8Z,100,"Madison, WI, USA",43.081309,-89.395609,8/8/1941
102,"Polish music (Mountain - Highlander), conversation and demonstration","Ciezczak, John, b. 1885?",Very precious folk music!,Sound recording,https://digital.library.wisc.edu/1711.dl/C6MPUF4652HTL84,102,"Stevens Point, WI, USA",44.51956,-89.573683,7/23/1941
103,Conversation between Mr. Charles Ring and Miss Helene Stratman-Thomas,"Ring, Charles, b. 1883?",Lumberjack,Sound recording,https://digital.library.wisc.edu/1711.dl/PBFUFPENEEHXI8E,103,"Hayward, WI, USA",46.008889,-91.482601,8/12/1946
104,Conversation on the method of singing sea shanties,"Brown, Noble B., b. 1885?",Sea chanty,Sound recording,https://digital.library.wisc.edu/1711.dl/M6IEQHYV2TBYY8O,104,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
106,Corn grinding song,"Eagle, Margaret, b. 1906?",Scraping of feet indicates the sound of grinding corn. This is one of the few work songs.| Margaret Eagle also known as Laughing Eyes.,Sound recording,https://digital.library.wisc.edu/1711.dl/35QBRS7RHKZ2A83,106,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
107,Cornish carol,"Persons, John, b. 1859?","Cornish| Cornish boys used to sing this in Survey Hollow near Dodgeville as late as 1876, when Mr. Persons was about 17. A carry over of the old Cornish carol, ""God bless the master of this house."" The Cornish first came to southwest Wisconsin between 1830-40.",Sound recording,https://digital.library.wisc.edu/1711.dl/E3MOLAML2YKB58S,107,"Madison, WI, USA",43.081309,-89.395609,8/2/1946
108,Cornish story,"Persons, John, b. 1859?",Cornidh dialect,Sound recording,https://digital.library.wisc.edu/1711.dl/6SFJVEZZUD4ET84,108,"Madison, WI, USA",43.081309,-89.395609,8/3/1946
109,Cosa chera nel fior,"Accardi, Joe, 1889-1956","Italian love song| This is a song of two lovers who are being separated, as the girl goes to America. As she gives him a flower before going on board, he sings of the flower and its meaning, - that wherever she goes there is happiness, and wherever she stepsm a beautiful flower will grow.| Italian songs in general are songs of romance, of country, or subtly humorous. They are never songs of morose tendencies, or of melancholy.",Sound recording,https://digital.library.wisc.edu/1711.dl/2B6KCCESSQYLQ8U,109,"Beloit, WI, USA",42.510674,-89.033751,8/21/1946
110,Couderay jig,"Rindlisbacher, Otto, b. 1901?| Rindlisbacher, Otto, Mrs., b. 1901?",A lumberjack dance tune which was manufactured up at the Couderay lumbercamp.,Sound recording,https://digital.library.wisc.edu/1711.dl/GQCXFPGTGB2XF82,110,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
111,Cranberry song,"Perry, Frances",Wisconsin folk song| Incomplete. This song was composed by Barney Reynolds at Mather (heart of the cranberry country).,Sound recording,https://digital.library.wisc.edu/1711.dl/HGHYEHZOJFO5S8U,111,"Black River Falls, WI, USA",44.300723,-90.843263,8/14/1946
112,Crazy song,"Brown, Noble B., b. 1885?",Lumberjack| Mr. Brown learned this song in the lumber camps as a boy. The tune is a stock lumberjack tune (re: Little brown bulls).,Sound recording,https://digital.library.wisc.edu/1711.dl/MGVAFMBSOBENS8R,112,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
113,Crucifixion of Christ,"Spencer, Charlie, b. 1873?","Has been handed down through primitive Baptist church for 200 years. Very few have this song. The words and tune by a man named Harris, London, England.",Sound recording,https://digital.library.wisc.edu/1711.dl/R3CQ7BK2MZAYH8W,113,"Crandon, WI, USA",45.568712,-88.897293,7/26/1941
114,Cuckoo song,"Williams, John","Welsh air| Also known as Llwyn Onn.| A lovesick man sings to a cuckoo, asking it to take messages to his sweetheart.| This song was unearthed in Chicago and published by Dan Protheroe.",Sound recording,https://digital.library.wisc.edu/1711.dl/E5E6KDSWY2GOX8T,114,"Pickett, WI, USA",43.911389,-88.729722,8/25/1940
115,"Cymer, Iesu, fi fel'r ydwyf",Cymanfa Ganu Congregation,"Welsh hymn| Tune: Bryn Calfaria (William Owen-Prysgol)| Found in CÃ¢n a mawl, #191.",Sound recording,https://digital.library.wisc.edu/1711.dl/NB4JJKNU3LNXJ8L,115,"Pickett, WI, USA",43.911389,-88.729722,8/25/1940
117,D'Graf,"Becker, Jacob C., b. 1872?","German melody| Mr. N.E. Becker, who helped to write the words to this song, came to Ozaukee County, Wisconsin, in 1854.",Sound recording,https://digital.library.wisc.edu/1711.dl/ARVRMYHHWOJPL8N,117,"Belgium, WI, USA",43.500499,-87.845446,8/30/1946
118,Da nije ljubavi nebi svjeta bilo| Vinca,"TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Berdo| EliaÅ¡, Martha: Contrasica| EliaÅ¡, Anne: Bugaria| Filipovich, Mary: Bisernica",Croatian drinking songs,Sound recording,https://digital.library.wisc.edu/1711.dl/P62KPI5UVWTVQ8S,118,"Madison, WI, USA",43.081309,-89.395609,11/15/1940
119,Daar kommt kleine Tomas aan,"Gysbers, Anna C., b. 1875?","Dutch| This song is about little Thomas, whom everybody calls a lovely child, so studious and good. The last lines say ""Everyone chooses him for a friend - I want to be like Thomas.""",Sound recording,https://digital.library.wisc.edu/1711.dl/A4GH27A45MEEZ9C,119,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
120,Daar ruischt longs de wolken,"Redeker, Will, Mrs.| Redeker, Matt, Mrs.","Dutch| ""I hear in the air, 'neath the canopy blue| Sweet notes of a Name most resplendent and true.| Know ye, know ye, whose name that is?""",Sound recording,https://digital.library.wisc.edu/1711.dl/2Q44VUOCOJODJ8G,120,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
121,Daisy Dean,"Lobdell, Hamilton, b. 1854?",Ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/U7WODQKKSPBBV8A,121,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
122,"Daisy, Daisy","Kempers, Henry",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/SI2Q4YQXK66A58D,122,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
123,Dan Doo,"Dietz, Charles, b. 1871?","English| Compare with John Jacob Niles' ""The wife wrapt in the Wether's skin.""| Mr. Dietz learned this song from his mother, who came from New York.",Sound recording,https://digital.library.wisc.edu/1711.dl/FENKIG3QP2O5Q9E,123,"Monroe, WI, USA",42.597234,-89.645995,9/2/1946
124,Dance song,"Eagle, Margaret, b. 1906?| Lewis, Phyllis, b. 1936?","Zuni| ""When the dance is over you must wait for me;| I will take you home on my barrow.| When the dance is over you must wait for me;| I will take you home in fliver.""|  Margaret Eagle also known as Laughing Eyes.",Sound recording,https://digital.library.wisc.edu/1711.dl/6532IXRKNDQWF8H,124,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
125,Dance tune,"Boulanger, Emil, b. 1868?",Belgian,Sound recording,https://digital.library.wisc.edu/1711.dl/7OTQ2TJWYQR4X8L,125,"Dyckesville, WI, USA",44.637035,-87.767163,8/31/1946
126,Danish waltz,"Garfoot, Vaughn, Mrs., b. 1921?","Norwegian (Accordion)| This is a favorite of the Norwegians around Mt. Horeb, Wisconsin.",Sound recording,https://digital.library.wisc.edu/1711.dl/BJDYDVGJM3NAV82,126,"Verona, WI, USA",42.988199,-89.536182,8/3/1946
127,Dans son berceau,"La Grandeur, Donalda, b. 1894?","Canadian French| Miss LaGrandeur learned this song from her mother.| ""Dans son berceau, l'enfant repose| N'eveille pas mon trÃ©sor| Autour de son petit from rose| Rayonne une aurÃ©ole d'or| Auge, qui vielliez sur l'enfance| ChantÃ©des cantiques immortels| Pour bercÃ©r l'innocence| Il faut des chants du ciel.""",Sound recording,https://digital.library.wisc.edu/1711.dl/D7N4IXGYNOD5O8F,127,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
128,DÃ¤r sjÃ¶ng en fagel pÃ¥ lindekvist,"Lindberg, A. C., b. 1889?","Swedish| This song was recorded at 2:00 A.M. (between delivering babies). Dr. Lindberg has delivered over 4,000 babies, and has never lost a mother.",Sound recording,https://digital.library.wisc.edu/1711.dl/3FFDFO6NH5D4S8A,128,"Grantsburg, WI, USA",45.777786,-92.685056,8/10/1946
129,Dark Town strutters' ball,"Huber, Hans, b. 1901?","Early American| Mr. Huber is playing on a concert zither with amplification attachment, although this is not being used during the recording.",Sound recording,https://digital.library.wisc.edu/1711.dl/U6VZEJNBE2KHN8C,129,"Madison, WI, USA",43.081309,-89.395609,9/4/1946
130,Day at the county fair,"Moseley, Arthur (Happy), b. 1864?",Poem| This poem was offered by Mr. Moseley as part of his conversation with three other people in the room. It was recorded without his knowledge.| Moseley is a retired lumberjack.,Sound recording,https://digital.library.wisc.edu/1711.dl/FB2B75VVXQJYW9C,130,"Black River Falls, WI, USA",44.300723,-90.843263,9/5/1940
131,De Pier mat de gescheiten Oschsen,"Becker, Jacob C., b. 1872?","Luxemburger| This song was composed around an incident which took place on the Becker farm. The words were written by Nicolas Becker. The tune was provided by a neighbor, Mr. John Schuller.| The farm hand came from Luxemburg about 1860. He could drive horses but not oxen. When they got into the corner of the field, he could not turn them around. He called to them in German and in French, but to no avail. Mr. Becker called to them, ""Back-ha,"" and they responded. The farm hand said he wished he understood English as well as the oxen.",Sound recording,https://digital.library.wisc.edu/1711.dl/6RAUPLSDNJJQR8H,131,"Belgium, WI, USA",43.500499,-87.845446,8/30/1946
132,Dechreu canu,Cymanfa Ganu Congregation,"Welsh hymn| Tune: Y delyn aur (alaw Gymreig).| Although all of the songs sung at the Cymanfa Ganu have been published, these records were made to preserve a prominent feature of Welsh community life in Wisconsin.| The meeting of Cymanfa Ganu is held at Penial Chruch, Pickett, Wis. on every fourth Sunday of August. There are three services which consist of the singing of sacred music. The services are at 10 a.m., 2 p.m., and 7 p.m. Each lasts two hours. The farmers go home to do the chores after the afternoon meeting and return for the evening session. Lunch and supper are served to all who attend.| Hymn found in CÃ¢n a mawl #247.| We were told that ""Alaw"" designates ""bard"" and indicates that the melody was submitted at a competition.",Sound recording,https://digital.library.wisc.edu/1711.dl/QMRNZP63XHHIH86,132,"Pickett, WI, USA",43.911389,-88.729722,8/25/1940
133,Deed Augustus volk vergaren,"Boorman, Joe, b. 1888?",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/KK3XGL5J63PG78P,133,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
134,Deg irl altid klaga aa kyta,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument,Sound recording,https://digital.library.wisc.edu/1711.dl/K7JRGAS45NJDA8A,134,"Madison, WI, USA",43.081309,-89.395609,5/16/1941
135,Den svegne,"Grumstrup, Kamma, b. 1900?| Grumstrup, Esther| Grumstrup, Alma","Danish| Mrs. Grumstup used a book, the ""SÃ¦llandsk folketone,"" to recall the words.| Esther and Alma are daughters of Kamma Grumstrup.",Sound recording,https://digital.library.wisc.edu/1711.dl/LLOK7QWLSKBWT8X,135,"Denmark, WI, USA",44.348556,-87.831168,8/10/1946
136,De vil altid klaga og kyta,"Lothe, Brithe, b. 1871?",Norwegian| They always want to complain about things because they do not come fast enough but they will come anyway.,Sound recording,https://digital.library.wisc.edu/1711.dl/U4VTRDU4D2WGB8B,136,"Milltown, WI, USA",45.526651,-92.499354,8/10/1946
137,Description of tamburica instruments,"EliaÅ¡, Charles, Jr.| Filipovich, Mary| EliaÅ¡, Anne","Bisernica [and] Contrasica: shaped similar to a ukelele [sic], but with a long fingerboard. They have three pairs of strings, one pair tuned to g', two pairs to a d' (unison). One pair of d strings in fretted for what would be the white keys of the piano; the second pair is fretted for the equivalent of the black keys. The instruments play soprano and alto parts, respectively.| Brac: 1, 2 and 3: Mandolin-shaped, and fretted as above. A tenor instrument tuned as above, but an octave lower than Bisernica.| DrÃ¼ga Bugaria: Shaped like a guitar and fretted as above. It is tuned to a G major chord: Lowest string to highest: d, b, g, d'.| Berdo: Corresponds to string bass, but is guitar-shaped and fretted as the rest. It is strung with heavy-gauge piano strings. There are two Gs, 2 Ds, and 2 As, but instead of being tuned in unison, these pairs are tuned in octaves, making a 'cello and a double bass in one instrument. Because of tradition these instruments are tuned a half step higher, making them transposing instruments, e.g., D has been tuned to D#.| This organization was first directed by Charles EliaÅ¡, Sr. (now dead), who was born in Jugoslavia in 1886. he came to Milwaukee in 1902 and taught many tamburica orchestra in this country.",Sound recording,https://digital.library.wisc.edu/1711.dl/J4ETG7D3AUVGF83,137,"Madison, WI, USA",43.081309,-89.395609,11/15/1940
