DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
61,Boring for oil,,"Moody, Lewis Winfield, b. 1865?",,Voice| Ballads,Vulgar ballad,,8/27/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 263",,,,Spatial: Plainfield (Wis.),,,https://digital.library.wisc.edu/1711.dl/J7G5SVHXEPAC58U,61,"Plainfield, WI, USA",44.213709,-89.494963,success
62,Bos ty jedyny,You are the only one,"Pokora, Stasia",,Polish| Voice,Polish,,8/29/1946,Sound,Sound recording,,,pol,,,,,Spatial: Milwaukee (Wis.),,,https://digital.library.wisc.edu/1711.dl/X3RENUZER6RWF8Z,62,"Milwaukee, WI, USA",43.063146,-87.948334,success
63,Brave boys,,"Bundy, Winifred, b. 1884?",,Voice| United States--History--Civil War--1861-1865,"A Civil War ballad| ""When I was around 8 years old,"" said Miss Bundy, ""which you can all realize was a good long time ago, although I am not saying how long, you will notice, I used to accompany my mother at the piano when she sang at the GAR encampments; as, of course, there were no scores of any kind for her songs and the accompaniment had to be made up as we went along. A great favorite of the old boys was the song 'Brave boys' - it certainly made them feel heroic, as I recall it.""",,4/29/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/5FIBIUWLQDSZS8G,63,"Madison, WI, USA",43.081309,-89.395609,success
64,Brennan on the moor,,"Morgan, William Jacob, b. 1870?",,Irish| Voice,"Irish| This song has lived for 3 generations on this continent. William J. Morgan learned it from his father, James D. Morgan, who came from Manchester, England, when he was 12. James D. Morgan with his own father, first settled in Canada, and came to the U.S. to fight in the Civil War.",,8/4/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 191",,,,Spatial: Berlin (Wis.),,,https://digital.library.wisc.edu/1711.dl/V5CFHKG7AYATZ8Z,64,"Berlin, WI, USA",43.968582,-88.952344,success
65,Broken ring,,"Coffee, Lester A., b. 1871?",,Voice| Ballads,Sentimental ballad| Mr. Coffee learned this song when he was a very small boy.,,8/20/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 165",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/VUE46D6LKZTUO87,65,"Harvard, IL, USA",42.420737,-88.613519,success
66,Two orphans,Brooklyn Theater fire,"Coffee, Lester A., b. 1871?",,Voice| Ballads| Historical,"Sentimental and historical ballad| Mr. Coffee sang this song from a scrap-book of the words of songs that were old when he was young. He has no record of the tune, but simply remembers it.| the chorus, ""Never forget those two orphans,"" is repeated after each verse.",,8/20/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 243",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/32UAWUDC3DYXY8O,66,"Harvard, IL, USA",42.420737,-88.613519,success
67,Buck billy goat,Lone widder,"Bowlen, Charley, b. 1873?",,Voice| Loggers,"Irish brogue - Lumberjack| Mr. Bowlen thinks he is the only man in Wisconsin who knows this song. He sang it in the lumber camps.| He learned it in the woods, from a red-haired Irishman Sandy - when Bowlen was about 17. As Mr. Bowlen remarked, ""She lost the poor damned thing.""",,8/18/1941,Sound| Text,Sound recording,,,gle,,,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/VTQRKSVTJUBA79A,67,"Black River Falls, WI, USA",44.300723,-90.843263,success
68,Buffalo dance song #1,,"Paytiamo, James, b. 1896?",,Acoma| Voice and drum,Acoma dialect| From the Tusque Pueblo| James Paytiamo also known as Flaming Arrow,,7/31/1946,Sound,Sound recording,,,nai,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/V4QREH573DVFC8B,68,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
69,2nd Buffalo dance song #2,,"Paytiamo, James, b. 1896?",,Acoma| Voice and drum,Acoma dialect| From the Tusque Pueblo| James Paytiamo also known as Flaming Arrow,,7/31/1946,Sound,Sound recording,,,nai,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/SA7WFB5YPNG2U8L,69,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
70,Buffalo feast song,,"Yellow Thunder, Chief, b. 1872?",,Winnebago| Voice| Religious,"Winnebago| The Indians seek to understand life, the animals, and the birds, the very stillness, the rustling (of trees). If a beast should speak it would be no wonder to them. (The Virgin birth of Christ would be no more miracle to them than the ordinary birth of a child). The song relates to cooperation of animal life and human life. One understands that one must be sacrificed that the other may survive. In prayer to the great mystery they make these sentiments known.| Chief Thunder says he is taking perhaps more liberty than he should in singing this apart from the ceremony of which it is a feature (a religious ceremony). He sings it so that the song may survive.",,7/24/1946,Sound,Sound recording,,,sio,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/FDU5CVRSNHMKX85,70,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
71,Buffalo song,,"Lewis, Phyllis, b. 1936?",,Zuni| Voice,Zuni,,7/25/1946,Sound,Sound recording,,,zun,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/RSBZC6OU4RO6P9B,71,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
72,Buffalo song with drum,,"Lewis, Phyllis, b. 1936?",,Zuni| Voice| drum,Zuni| Phyllis sings and plays drum.,,7/25/1946,Sound,Sound recording,,,zun,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZKWRIC74ZWUUV8A,72,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
73,"Bugail ""Hafod y Cwm""","Shepherd of ""Hafod y Cwm""","Morgan, Moses, b. 1873?",,Welsh| Voice and piano,"Welsh folk song| The shepherd tells of his family: his wife, Gwen, and three children. They go to Nghapel Y Graig (stone church) where the scriptures are read. Then they return home.| Mr. Morgan's father didn't think the song was quite finished as it stood, so he added the last verse.",,8/26/1940,Sound,Sound recording,,,wel,,,,,Spatial: Pickett (Wis.),,,https://digital.library.wisc.edu/1711.dl/FDFONRQPZVO438S,73,"Pickett, WI, USA",43.911389,-88.729722,success
74,Burno polka,,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",,"Accordion, clarinet, double bass, and violin| Dances",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).,,8/14/1941,Sound,Sound recording,,,,,,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/5R5R2K5Z2KPJ386,74,"Rhinelander, WI, USA",45.644155,-89.400934,success
75,C'est aujourdhui,This is my wedding day,"Belisle, Ernest Joseph, b. 1901?",,French-Canadian| Voice| Wedding,Canadian French,,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/A2XA575QYJR2D9E,75,"Somerset, WI, USA",45.130029,-92.676858,success
76,C'est dans le petit Quatr̬ume Rang,Little 4th row,"Vanasse, Adelord Joseph, b. 1877?",,French-Canadian| Voice,"Canadian French| Quatr̬ume Rang is in Deschambeau in Quebec.| A man was asked to be godfather. He had to find a godmother. He hitched up the old horse, but the cart broke down.",,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/MV2MWODEJXQWD9B,76,"Somerset, WI, USA",45.130029,-92.676858,success
77,Calumet song,,"Thunder, Henry| Stacy, Stella",,"Winnebago| Voice, rattle and drum",Winnebago| This song is for a contest dance.,,8/15/1946,Sound,Sound recording,,,sio,,,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/HJIJOAMRSBX7D83,77,"Black River Falls, WI, USA",44.300723,-90.843263,success
79,Canadian errant,Canadian wanderer,"Starr, Morton Hull, Mrs.",,French-Canadian| Voice,Canadian French| The wanderer longs for his old home.,,8/28/1946,Sound,Sound recording,,,fre,,,,,Spatial: Waukesha (Wis.),,,https://digital.library.wisc.edu/1711.dl/VREARWPJGEY6Z8Y,79,"Waukesha, WI, USA",43.02433,-88.244537,success
80,Captain Jenks,,"Muench, John, b. 1885?",,Voice and accordion| Dances,Singing square-dance call| Accordion,,8/23/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Lancaster (Wis.),,,https://digital.library.wisc.edu/1711.dl/6FJSMD3AHPWWI8I,80,"Lancaster, WI, USA",42.846347,-90.707772,success
81,Catch the sunshine,,"Lobdell, Hamilton, b. 1854?",,Voice,,,6/24/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/B5PY54IIOOHZA8S,81,"Mukwonago, WI, USA",42.862336,-88.323693,success
82,Cawn esgyn o'r,Paradise,"Reese,  William, b. 1858?| Phillips, Selina, b. 1875?",,Welsh| Voice| Hymns,"Tune - Crugybar (Welsh melody), see C̢n a mawl #243.",,8/19/1940,Sound,Sound recording,,,wel,,,,,Spatial: Dodgeville (Wis.),,,https://digital.library.wisc.edu/1711.dl/3UFPRW7S55WMQ8P,82,"Dodgeville, WI, USA",42.964713,-90.130774,success
83,Celebrated opera reel,,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| Olson, Emery, b. 1891?: Accordion",,Accordion and violin| Dances,Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).,,8/14/1941,Sound,Sound recording,,,,,,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/KACYDIYSMJTUK8G,83,"Rhinelander, WI, USA",45.644155,-89.400934,success
84,Pour bien aimer,Chanson d'amour| Love song,"Belisle, Ernest Joseph, b. 1901?",,French-Canadian| Voice| Love,Canadian French,,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/XLFYYHGDPAW5Q8W,84,"Somerset, WI, USA",45.130029,-92.676858,success
85,Chapeau pointu,,"Maes, Desire, b. 1873?",,Belgian| Voice,Belgian folk song| About a seamstress who rejects all marriage proposals for she is enjoying her needlework and sings in the cafes.,,8/3/1941,Sound,Sound recording,,,fre,,,,,Spatial: Green Bay (Wis.),,,https://digital.library.wisc.edu/1711.dl/KGYLD2CJ4L7XU8G,85,"Green Bay, WI, USA",44.517447,-87.954553,success
87,Charming young widow,,"Lobdell, Hamilton, b. 1854?",,Voice| Ballads,Ballad,,6/24/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 190",,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/X2C5IKZU3B6JI8V,87,"Mukwonago, WI, USA",42.862336,-88.323693,success
88,Charming young widow I met on the train,,"Moody, Lewis Winfield, b. 1865?",,Voice,Miscellaneous song,,7/21/1941,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 190",,,,Spatial: Plainfield (Wis.),,,https://digital.library.wisc.edu/1711.dl/C2KLCXFTHLSJC8G,88,"Plainfield, WI, USA",44.213709,-89.494963,success
89,Chase the buffalo,,"Willis, Preston, b. 1882?",,Voice| Dances,"Early American dance-call| The dance starts with the boys and girls forming two lines, facing towards each other. Then the two leaders bow, etc.",,8/22/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Linden (Wis.),,,https://digital.library.wisc.edu/1711.dl/SSPL7DLAQNH4B8U,89,"Linden, WI, USA",42.918516,-90.274171,success
90,Chateau brillant,,"Vanasse, Adelord Joseph, b. 1877?",,French-Canadian| Voice,Canadian French,,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/TX5Z4KW54XZE48J,90,"Somerset, WI, USA",45.130029,-92.676858,success
91,Chicago gambler,,"Brown, Noble B., b. 1885?",,Voice| Loggers,Lumberjack| Mr. Brown learned this song when he was a small boy. He thinks he learned it in the lumber camps.,,11/17/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/UJZGSEA2SQJXH82,91,"Millville, WI, USA",43.01865,-90.93917,success
92,Chippewa Falls stories,,"Cardinal, Charles, b. 1889?",,French-Canadian| Spoken,Canadian French,,8/13/1946,Sound,Sound recording,,,fre,,,,,Spatial: Chippewa Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/5D6EE52QOUWQE8O,92,"Chippewa Falls, WI, USA",44.933577,-91.388875,success
93,Christiana waltz,,"Garfoot, Vaughn, Mrs., b. 1921?",,Norwegian| Accordion| Dances,Norwegian (Accordion)| Mrs. Garfoot's father is Norwegian. She learned this melody from hearing her father play it on the mouth organ.,,8/3/1946,Sound,Sound recording,,,,,,,,Spatial: Verona (Wis.),,,https://digital.library.wisc.edu/1711.dl/G6KWURNAIMZ7M85,93,"Verona, WI, USA",42.988199,-89.536182,success
94,Clarinet polka,,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",,"Accordion, clarinet, double bass, and violin| Dances","Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).| This polka is published but the group made their arrangement by ear from hearing Bob McLain, their blind clarinetist, play the melody.",,8/14/1941,Sound,Sound recording,,,,,,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/QEODE452OFEYX8E,94,"Rhinelander, WI, USA",45.644155,-89.400934,success
95,Come and I will sing you,,"Persons, John, b. 1859?| Stratman-Thomas, Helene",,Cornish| Vocal duet,"Cornish| This is an old Cornish song brought to southwest Wisconsin 100 years ago, which has survived in the minds of a few of the old people.| Miss Thomas learned the verses from Mrs. E.J. Vial (87) of Linden, Wisconsin, in the summer of 1945. Since Mrs. Vial is not well enough to sing, Miss Stratman-Thomas sings the part usually sung by the women, and Mr. Persons, the part sung by the men.",,8/3/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 61",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/X5S6CVH47ISXF8I,95,"Madison, WI, USA",43.081309,-89.395609,success
96,Contest dance song,Chicken dance,"Sheka, Bernard, b. 1934?",,"Winnebago| Voice, drum, and rattle| Dances",Winnebago,,7/25/1946,Sound,Sound recording,,,sio,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/3EB64JWC66MFT8O,96,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
97,Conversation,,"Spencer, Charlie, b. 1873?",,Spoken| Kentucky,Kentucky,,7/28/1941,Sound,Sound recording,,,eng,,,,,Spatial: Crandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/SUYGJSIJX4W738A,97,"Crandon, WI, USA",45.568712,-88.897293,success
98,Conversation (Kentuckian),,"Faulkner, Grant, b. 1870?",,Spoken| Kentucky,,,7/28/1941,Sound,Sound recording,,,eng,,,,,Spatial: Crandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/XU3G5KA3WPXDJ8L,98,"Crandon, WI, USA",45.568712,-88.897293,success
100,Conversation about Mr. Merrick,,"Dyer, Harry G., b. 1864?",,Spoken| Boatmen| Mississippi River,"Mr. Dyer was born at De Soto, Wis. 5/5/1864. Shipped on his first boat, the steamer Ruby, in 1881. Laid up his last boat, the steamer Juanita, 10/15/1902. Was a mate on nine different boats; linesman on 40 different boats.| Mr. Merrick, while he didn't actually work on the river for much more than six years, is quite an Mississippi riverman| authority on river lore.",,8/8/1941,Sound,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/QWJ3MQ4J7RQ6S8Z,100,"Madison, WI, USA",43.081309,-89.395609,success
102,"Polish music (Mountain - Highlander), conversation and demonstration",,"Ciezczak, John, b. 1885?",,Voice| Fiddle| Mountain| Highlander,Very precious folk music!,,7/23/1941,Sound,Sound recording,,,pol,,,,,Spatial: Stevens Point (Wis.),,,https://digital.library.wisc.edu/1711.dl/C6MPUF4652HTL84,102,"Stevens Point, WI, USA",44.51956,-89.573683,success
103,Conversation between Mr. Charles Ring and Miss Helene Stratman-Thomas,,"Ring, Charles, b. 1883?",,Spoken| Loggers,Lumberjack,,8/12/1946,Sound,Sound recording,,,eng,,,,,Spatial: Hayward (Wis.),,,https://digital.library.wisc.edu/1711.dl/PBFUFPENEEHXI8E,103,"Hayward, WI, USA",46.008889,-91.482601,success
104,Conversation on the method of singing sea shanties,,"Brown, Noble B., b. 1885?",,Voice| Sea songs,Sea chanty,,11/17/1946,Sound,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/M6IEQHYV2TBYY8O,104,"Millville, WI, USA",43.01865,-90.93917,success
106,Corn grinding song,,"Eagle, Margaret, b. 1906?",,Indians of North American| Voice and drum| Work,Scraping of feet indicates the sound of grinding corn. This is one of the few work songs.| Margaret Eagle also known as Laughing Eyes.,,7/25/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/35QBRS7RHKZ2A83,106,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
