ID_again,City,lat,lon,status,DC_Title,DC_Creator,DC_Description
127,"Somerset, WI, USA",45.130029,-92.676858,success,Dans son berceau,"La Grandeur, Donalda, b. 1894?","Canadian French| Miss LaGrandeur learned this song from her mother.| ""Dans son berceau, l'enfant repose| N'eveille pas mon trÃ©sor| Autour de son petit from rose| Rayonne une aurÃ©ole d'or| Auge, qui vielliez sur l'enfance| ChantÃ©des cantiques immortels| Pour bercÃ©r l'innocence| Il faut des chants du ciel."""
128,"Grantsburg, WI, USA",45.777786,-92.685056,success,DÃ¤r sjÃ¶ng en fagel pÃ¥ lindekvist,"Lindberg, A. C., b. 1889?","Swedish| This song was recorded at 2:00 A.M. (between delivering babies). Dr. Lindberg has delivered over 4,000 babies, and has never lost a mother."
129,"Madison, WI, USA",43.081309,-89.395609,success,Dark Town strutters' ball,"Huber, Hans, b. 1901?","Early American| Mr. Huber is playing on a concert zither with amplification attachment, although this is not being used during the recording."
130,"Black River Falls, WI, USA",44.300723,-90.843263,success,Day at the county fair,"Moseley, Arthur (Happy), b. 1864?",Poem| This poem was offered by Mr. Moseley as part of his conversation with three other people in the room. It was recorded without his knowledge.| Moseley is a retired lumberjack.
131,"Belgium, WI, USA",43.500499,-87.845446,success,De Pier mat de gescheiten Oschsen,"Becker, Jacob C., b. 1872?","Luxemburger| This song was composed around an incident which took place on the Becker farm. The words were written by Nicolas Becker. The tune was provided by a neighbor, Mr. John Schuller.| The farm hand came from Luxemburg about 1860. He could drive horses but not oxen. When they got into the corner of the field, he could not turn them around. He called to them in German and in French, but to no avail. Mr. Becker called to them, ""Back-ha,"" and they responded. The farm hand said he wished he understood English as well as the oxen."
132,"Pickett, WI, USA",43.911389,-88.729722,success,Dechreu canu,Cymanfa Ganu Congregation,"Welsh hymn| Tune: Y delyn aur (alaw Gymreig).| Although all of the songs sung at the Cymanfa Ganu have been published, these records were made to preserve a prominent feature of Welsh community life in Wisconsin.| The meeting of Cymanfa Ganu is held at Penial Chruch, Pickett, Wis. on every fourth Sunday of August. There are three services which consist of the singing of sacred music. The services are at 10 a.m., 2 p.m., and 7 p.m. Each lasts two hours. The farmers go home to do the chores after the afternoon meeting and return for the evening session. Lunch and supper are served to all who attend.| Hymn found in CÃ¢n a mawl #247.| We were told that ""Alaw"" designates ""bard"" and indicates that the melody was submitted at a competition."
133,"Brandon, WI, USA",43.736175,-88.781793,success,Deed Augustus volk vergaren,"Boorman, Joe, b. 1888?",Dutch
134,"Madison, WI, USA",43.081309,-89.395609,success,Deg irl altid klaga aa kyta,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument
135,"Denmark, WI, USA",44.348556,-87.831168,success,Den svegne,"Grumstrup, Kamma, b. 1900?| Grumstrup, Esther| Grumstrup, Alma","Danish| Mrs. Grumstup used a book, the ""SÃ¦llandsk folketone,"" to recall the words.| Esther and Alma are daughters of Kamma Grumstrup."
136,"Milltown, WI, USA",45.526651,-92.499354,success,De vil altid klaga og kyta,"Lothe, Brithe, b. 1871?",Norwegian| They always want to complain about things because they do not come fast enough but they will come anyway.
137,"Madison, WI, USA",43.081309,-89.395609,success,Description of tamburica instruments,"EliaÅ¡, Charles, Jr.| Filipovich, Mary| EliaÅ¡, Anne","Bisernica [and] Contrasica: shaped similar to a ukelele [sic], but with a long fingerboard. They have three pairs of strings, one pair tuned to g', two pairs to a d' (unison). One pair of d strings in fretted for what would be the white keys of the piano; the second pair is fretted for the equivalent of the black keys. The instruments play soprano and alto parts, respectively.| Brac: 1, 2 and 3: Mandolin-shaped, and fretted as above. A tenor instrument tuned as above, but an octave lower than Bisernica.| DrÃ¼ga Bugaria: Shaped like a guitar and fretted as above. It is tuned to a G major chord: Lowest string to highest: d, b, g, d'.| Berdo: Corresponds to string bass, but is guitar-shaped and fretted as the rest. It is strung with heavy-gauge piano strings. There are two Gs, 2 Ds, and 2 As, but instead of being tuned in unison, these pairs are tuned in octaves, making a 'cello and a double bass in one instrument. Because of tradition these instruments are tuned a half step higher, making them transposing instruments, e.g., D has been tuned to D#.| This organization was first directed by Charles EliaÅ¡, Sr. (now dead), who was born in Jugoslavia in 1886. he came to Milwaukee in 1902 and taught many tamburica orchestra in this country."
138,"Darlington, WI, USA",42.682928,-90.115182,success,Deutsch Meister,"Taschek, Richard, b. 1891?","Austrian| The record ends before the last singing of the refrain, which is given in full earlier in the song, is finished."
139,"Rice Lake, WI, USA",45.503769,-91.740829,success,Devil on the wine keg,"Rindlisbacher, Otto, b. 1901?","Norwegian folk instrument| Miller Gutton [i.e., Myllarguten], the Norwegian miller-boy violinist used to play this.| Story: At the wedding dance the fiddler was so good that the guests thought he was possessed of the devil so they murdered hiim. They were pretty well drunk but decided to go downstairs and get the rest of the wine. There sat the devil on the keg playing this tune. The broken chord is the devil kicking his heels against the keg.| The tuning of the Hardanger violin for this composition was Câ™¯ A E A."
140,"Madison, WI, USA",43.081309,-89.395609,success,Devonshire cream and cider,"Levers, Eryl, b. 1922?",Miss Levers is a student from England.  She has been in this country about five years.
141,"Berlin, WI, USA",43.968582,-88.952344,success,Dick Turpin and Black Bess,"Morgan, William Jacob, b. 1870?","English| Dick Turpin was the first highway robber in England. He killed his horse so hounds would not kill her. He robbed from the nobility to give to the poor.| Mr. Morgan, who was born at Montelle, Wisconsin, says it must be 2 or 3 hundred years old. Learned it from his father, James D. Morgan, who born in Manchester, England. His father was a messenger in Wellington's army. He had horse called King George. For 20 yrs. he slept at night by the of the horse."
142,"Millville, WI, USA",43.01865,-90.93917,success,"Did you call me ""vader""?","Brown, Noble B., b. 1885?","Miscellaneous| Mr. Brown learned this song from his brother, who may have learned it from his Holland Dutch mother.| ""Vy don't say so, before you spoke.| Now I can rest in my peace and smoke.| Run outside and fetch him in,| I'll open up a bottle of my square-faced gin.| Chorus: Rattle, rattle."
143,"Monroe, WI, USA",42.597234,-89.645995,success,Did you ever see the Devil?,"Dietz, Charles, b. 1871?",English
144,"Madison, WI, USA",43.081309,-89.395609,success,Dirandell,"Bundy, Winifred, b. 1884?","Old English| Miss Bundy said her mother used to sing this when they were all in festive mood and wanted something to laugh at.| She believes it to be a corruption of the famous Lord Randall, but her mother learned it from someone far in her youth who either said ""Dirandell"" or else said ""Lord Randall"" in such a garbled way that she heard it incorrectly. However, it is recorded faithfully as she remembers it."
145,"Kewaunee, WI, USA",44.458374,-87.512667,success,Do vetru kvapik,"Straight Eight| Pelnar, Charles: Flugelhorn| Kasal, Louis: Cornet| Ramesh, Joe: Cornet| Haudek, Joe: Alto| Pelnar, John: Bass| Kacerovsky, Joe: Baritone| Slatky, Bill: Baritone| Albrecht, Milas: Clarinet| Albrecht, Emil: Clarinet",Bohemian polka| It can be said of the Bohemians of Wisconsin that they are a dancing people. Polkas and waltzes such as the ones in this collection are played by small bands at the village dances and are danced by young and old alike.| All compositions played by the above band were played from mss.-music which had either been brought to this country by Mr. Kacerovsky or sent to him from Bohemia.| [Includes announcement by Kacerovsky of titles performed (AFS 4163 A2).]
146,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Dog feast dance,"Hawkins, James| Hawkins, James, Mrs.",Sioux| Old wording which Hawkins cannot translate. | James Hawkins also known as Big Snake;  Mrs. Hawkins also known as Sweet Grass.
147,"Almond, WI, USA",44.261405,-89.408716,success,Dolan's ass,"Leary, Michael, b. 1846?",Infirm
148,"Harvard, IL, USA",42.420737,-88.613519,success,Donkey,"Coffee, Lester A., b. 1871?","Humorous ballad| Mr. Coffee learned this song as a small boy. He heard it at a circus, the first and only time he ever heard anyone else sing it."
149,"Plainfield, WI, USA",44.213709,-89.494963,success,Dreary Black Hills,"Moody, Lewis Winfield, b. 1865?",Miner song
150,"Rhinelander, WI, USA",45.644155,-89.400934,success,Drops of brandy,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
151,"Sheboygan, WI, USA",43.756279,-87.723689,success,Du broliukai kunigai,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John","Lithuanian| Performers, Lithuanian Group from the Church of the Immaculate Conception| ""Two brothers were priests; two brothers were overseers. One girl is singing the song and working. She was raking hay in the field, and while she was raking and cutting it, the handle of the rake broke. It was a new rake. She says she will run fast to the brother overseers. She says, ""Stop writing, brother, and fix my rake. There is a black cloud coming, and it will rain on the hay in the field."""
152,"Pickett, WI, USA",43.911389,-88.729722,success,Duw mawr y rhyfeddoau maith,Cymanfa Ganu Congregation,Welsh hymn| Tune: Huddersfield (J. Newton)| CÃ¢n a mawl #39.
153,"Crandon, WI, USA",45.568712,-88.897293,success,Dying Christian,"Spencer, Charlie, b. 1873?","Religious Kentucky song| Song is more than 200 years old and was composed by a man on his death bed.| Handed down through Primitive Baptist Church.| According to Spencer, these songs can no longer be found except as they are known by a few people in the mountains of Kentucky."
154,"Berlin, WI, USA",43.968582,-88.952344,success,Dying Wisconsin soldier,"Morgan, William Jacob, b. 1870?","Civil War song| Mr. Morgan learned this song from his nephew, Charlie Dibble, who is only a few years younger than Mr. Morgan, about 50 years ago."
155,"Millville, WI, USA",43.01865,-90.93917,success,Dying Wisconsin soldier,"Brown, Noble B., b. 1885?","Civil War song| This song was supposed to have been composed by a Wisconsin Civil War veteran. Mr. Brown learned it from his mother. She learned it from her father, who was a veteran of the Civil War, and was in both Libby and Andersonville prisons."
156,"Pickett, WI, USA",43.911389,-88.729722,success,Dyma gariad fel y moroedd,Cymanfa Ganu Congregation,"Welsh hymn| Tune: Ton y botel (also known as Ebenezer)| Found in ""Favorite hymns Cymanfa Ganu Wisconsin"" #3."
157,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Eagle dance,"Eagle, Margaret, b. 1906?| Lewis, Phyllis, b. 1936?",Zuni| Margaret Eagle also known as Laughing Eyes.
158,"Cumberland, WI, USA",45.532863,-92.023279,success,Ecco il mio tesoro,"St. Angelo, Thomas","Hymn| Italian| This song was brought from the Abruzzi district of Italy by the parents of one of the singers. (This district is 100 miles east of Rome, and 80 miles north of Naples).| Mr. Thomas St. Angelo, leader of group learned it from his mother."
159,"Barron, WI, USA",45.399492,-91.846754,success,Echo yodel,"Giezendanner, John, b. 1893?| Giezendanner, Albert",Swiss
160,"Somerset, WI, USA",45.130029,-92.676858,success,Ã‰coutez ma chanson,"St. Claire, Anna, b. 1909?",Canadian French| Miss St. Claire learned her songs from her two grandmothers.
161,"New Glarus, WI, USA",42.813394,-89.634998,success,Edelweiss,"Mueller, Albert",Swiss folk tune| Mr. Mueller's mother came from Switzerland about 28 years ago.
162,"Madison, WI, USA",43.081309,-89.395609,success,Edelweiss,"Huber, Hans, b. 1901?",Swiss| [See cards for additional information]
163,"Milltown, WI, USA",45.526651,-92.499354,success,Eg veit ei liti jenta,"Lothe, Brithe, b. 1871?| Haug, Hannah, b. 1886?","Norwegian| ""I know a little girl with round cheeks, blue eyes, and little feet.""  They meet and become engaged."
164,"Madison, WI, USA",43.081309,-89.395609,success,Einmal Herzkrank ist,"Huber, Hans, b. 1901?","German| ""When one is once heartsick, he never gets well."""
165,"Lancaster, WI, USA",42.846347,-90.707772,success,Ella Rae,"Burton, Leslie, Mrs. b. 1891?",Early American ballad
166,"Rice Lake, WI, USA",45.503769,-91.740829,success,Emmenthalerlied,"Rindlisbacher, Otto, b. 1901?| Rindlisbacher, Otto, Mrs., b. 1901?| Rindlisbacher, Lois, b. 1926?| Draves, Robert","Swiss| Played by Rindlisbacher family on Swiss bells.| None are as happy as the folk in Emmental for there every one is on the same plane - the milk boy and the rich man.| Mr. and Mrs. Rindlisbacher and daughters Lois, 15, and Barbara, 19, play the bells in four-part harmony. Robert Draves, recording technician, substituted for Barbara who was on vacation."
167,"Barron, WI, USA",45.399492,-91.846754,success,Emmithaler Lied,"Giezendanner, John, b. 1893?",Swiss song with yodel
